,area,id,parent_id,group,analysis_year,has_agriculture,has_buildings,has_coastline,has_cold_network,has_electricity_storage,has_employment,has_fce,has_industry,has_lignite,has_merit_order,has_metal,has_mountains,has_old_technologies,has_other,has_solar_csp,has_import_export,use_network_calculations,use_merit_order_demands,has_weather_curves,has_aggregated_chemical_industry,has_detailed_chemical_industry,has_coal_oil_for_heating_built_environment,buildings_insulation_employment_constant,households_insulation_employment_constant,co2_emission_1990_aviation_bunkers,co2_emission_1990_marine_bunkers,co2_percentage_free,co2_price,offshore_ccs_potential_mt_per_year,economic_multiplier,employment_fraction_production,employment_local_fraction,man_hours_per_man_year,lv_net_spare_capacity,lv_net_total_costs_present,lv_net_costs_per_capacity_step,lv_net_capacity_per_step,mv_net_spare_capacity,mv_net_total_costs_present,mv_net_costs_per_capacity_step,mv_net_capacity_per_step,hv_net_spare_capacity,hv_net_total_costs_present,hv_net_costs_per_capacity_step,hv_net_capacity_per_step,lv_mv_trafo_spare_capacity,lv_mv_trafo_total_costs_present,lv_mv_trafo_costs_per_capacity_step,lv_mv_trafo_capacity_per_step,mv_hv_trafo_spare_capacity,mv_hv_trafo_total_costs_present,mv_hv_trafo_costs_per_capacity_step,mv_hv_trafo_capacity_per_step,interconnection_net_costs_present,offshore_net_costs_present,flh_solar_pv_solar_radiation_max,hydrogen_electrolysis_solar_pv_capacity_ratio,insulation_detached_houses_low_share,insulation_detached_houses_medium_share,insulation_detached_houses_high_share,insulation_apartments_low_share,insulation_apartments_medium_share,insulation_apartments_high_share,insulation_semi_detached_houses_low_share,insulation_semi_detached_houses_medium_share,insulation_semi_detached_houses_high_share,insulation_corner_houses_low_share,insulation_corner_houses_medium_share,insulation_corner_houses_high_share,insulation_terraced_houses_low_share,insulation_terraced_houses_medium_share,insulation_terraced_houses_high_share,insulation_detached_houses_start_value,insulation_semi_detached_houses_start_value,insulation_apartments_start_value,insulation_corner_houses_start_value,insulation_terraced_houses_start_value,insulation_buildings_start_value,typical_roof_surface_corner_house_available_for_pv,typical_roof_surface_terraced_house_available_for_pv,typical_roof_surface_detached_house_available_for_pv,typical_roof_surface_semi_detached_house_available_for_pv,typical_roof_surface_apartment_available_for_pv,typical_useful_demand_space_heating_corner_house,typical_useful_demand_space_heating_detached_house,typical_useful_demand_space_heating_semi_detached_house,typical_useful_demand_space_heating_terraced_house,typical_useful_demand_space_heating_apartment,heat_demand_reduction_medium_insulation_corner_house,heat_demand_reduction_medium_insulation_detached_house,heat_demand_reduction_medium_insulation_semi_detached_house,heat_demand_reduction_medium_insulation_terraced_house,heat_demand_reduction_medium_insulation_apartments,heat_demand_reduction_high_insulation_corner_house,heat_demand_reduction_high_insulation_detached_house,heat_demand_reduction_high_insulation_semi_detached_house,heat_demand_reduction_high_insulation_terraced_house,heat_demand_reduction_high_insulation_apartments,heat_demand_reduction_high_insulation_buildings,heat_share_of_apartments_with_block_heating,heat_households_indoor_pipelines_investment_costs_with_block_heating_eur,heat_households_indoor_pipelines_investment_costs_without_block_heating_eur,heat_buildings_indoor_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_connection,heat_exchanger_station_investment_costs_eur_per_kw,heat_sub_station_investment_costs_eur_per_kw,heat_distribution_pipelines_investment_costs_eur_per_meter,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,heat_primary_pipelines_investment_costs_per_kw,heat_yearly_indoor_infrastructure_maintenance_costs_factor,heat_yearly_outdoor_infrastructure_maintenance_costs_factor,electric_vehicle_profile_1_share,electric_vehicle_profile_2_share,electric_vehicle_profile_3_share,electric_vehicle_profile_4_share,electric_vehicle_profile_5_share,solar_pv_profile_1_share,solar_pv_profile_2_share,annual_infrastructure_cost_gas,areable_land,co2_emission_1990,coast_line,interconnector_capacity,total_land_area,number_of_buildings,number_of_cars,number_of_residences,number_of_inhabitants,offshore_suitable_for_wind,residences_roof_surface_available_for_pv,buildings_roof_surface_available_for_pv,other_emission_agriculture,other_emission_built_environment,other_emission_transport,other_emission_industry_energy,number_of_detached_houses,number_of_apartments,number_of_semi_detached_houses,number_of_corner_houses,number_of_terraced_houses,init,base_dataset,scaling,uses_deprecated_initializer_inputs,derived,last_updated_at,useable
379,PV23_overijssel,700,700,province,2017,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,51055659.510679,18320.0,0.02,0.25,43875957.389422,138000.0,0.2,0.25,25783108.053593,72800.0,0.2,0.25,18188578.701098,4000.0,0.02,0.25,15316697.852595,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.41444347826086964,0.5855565217391303,0.0,0.4538,0.5462,0.0,0.5199346153846154,0.4800653846153846,0.0,0.11293478260869566,0.8870652173913043,0.0,0.3225806451612903,0.6774193548387097,0.0,13.467799999999999,12.4817,17.4784,20.4025,21.0,43.961600000000004,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.222408,7.05043,7.8921,9.528072,12.633333,4.993768,6.31833,7.414493,8.880746,11.357565,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,94.4835884830239,2391.19,7.642291,1.326,60000.0,3322.31,31311.0,555974.0,497361.0,1147687.0,312500.0,16.954616,10.740407,2.584776,0.044575,0.09929,0.547815,91829.75087399999,118271.451078,69920.998824,74996.070468,142342.728756,{},nl,"{'area_attribute': 'number_of_residences', 'value': 493759, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
380,BU00140603_villabuurt,733,733,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,21679.82391,1832.0,0.002,0.25,18631.09867,1380.0,0.002,0.25,10948.31108,728.0,0.002,0.25,7723.437269,400.0,0.002,0.25,6503.947173,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.75,0.25,0.0,0.6538461538461539,0.34615384615384615,0.0,0.782608695652174,0.21739130434782605,0.0,0.5806451612903226,0.4193548387096774,0.0,11.0,9.0,8.0,5.0,13.0,0.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,14.8,14.8,14.8,14.8,14.8,13.6,13.6,13.6,13.6,13.6,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08362243152445109,0.0,0.005850278,0.0,60000.0,0.65,14.0,610.0,437.0,935.0,6.5,0.014855112,0.001822117,0.0,0.0,0.0,0.0,236.54128440366972,125.2866972477064,50.11467889908256,11.025229357798166,14.03211009174312,{},nl,"{'area_attribute': 'number_of_residences', 'value': 437, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
381,BU00141205_hunzepark,757,757,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,7971.40311,1832.0,0.002,0.25,6850.424547,1380.0,0.002,0.25,4025.55857,728.0,0.002,0.25,2839.812358,400.0,0.002,0.25,2391.420933,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.0,0.6818181818181819,0.3181818181818182,0.0,1.0,0.0,0.0,0.6744186046511628,0.32558139534883723,0.0,0.7391304347826086,0.2608695652173913,0.0,0.8421052631578947,0.15789473684210525,37.0,40.0,32.0,35.0,37.0,64.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,45.9,45.9,45.9,45.9,45.9,10.3,10.3,10.3,10.3,10.3,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00019135567854565466,0.0,0.000761518,0.0,60000.0,0.07,8.0,110.0,1.0,0.0,0.7,0.0,0.003037712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},nl,"{'area_attribute': 'number_of_residences', 'value': 1, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
382,GM1724_bergeijk,100000,100000,municipality,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,816841.322831913,18320.0,0.02,0.25,701973.011767594,138000.0,0.2,0.25,412504.868041314,72800.0,0.2,0.25,290999.721265564,4000.0,0.02,0.25,245052.396839836,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,7.9,8.5,9.3,11.2,15.4,8.5,10.0,11.6,13.7,16.7,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.494487849441563,62.09,0.176688433,0.0,60000.0,101.01,1384.0,10472.0,7810.0,18398.0,12500.0,0.203535681272209,0.101767840636104,0.058290066,0.000820707,0.001323818,0.000595642,3175.351226402979,932.7468858353666,1415.1675870039808,969.8561705406448,1316.8781302170282,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 7810, 'base_value': 7587964}",False,True,2020-10-20T07:41:14.000+00:00,True
383,dk,10,10,country,2015,True,True,True,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,True,0.0093,0.014,1.73073572,3.01229527,0.85,0.0078,460.0,1.0,0.5,0.2,1800.0,0.25,0.0,183200.0,0.2,0.25,0.0,1380000.0,2.0,0.25,0.0,7280000.0,20.0,0.25,0.0,40000.0,0.2,0.25,0.0,500000.0,2.0,0.0,0.0,1716.27715998,0.427,0.521739130434783,0.478260869565217,0.0,0.59375,0.40625,0.0,0.5,0.5,0.0,0.608695652173913,0.391304347826087,0.0,0.580645161290323,0.419354838709677,0.0,11.0,13.0,13.0,9.0,13.0,28.8,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666667e-05,0.0442685071978,0.0698179085393,0.0541724674138,0.0384352143103,0.0272375534483,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.2,4.6,5.8,7.0,10.0,1.7,3.5,5.0,6.3,8.9,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,73.58,26225.8,51.37310513,7314.0,5820.0,42404.496,300000.0,2391000.0,2775000.0,5707251.0,30000.0,210.1,78.1,10.29862,0.0,0.0,3.14421,783660.0,850537.5,356865.0,0.0,783937.5,,,,,False,2021-01-25T09:27:36.000+00:00,True
384,GM0313_bunschoten,100098,100098,municipality,2018,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1172900.36098941,18320.0,0.02,0.25,1007961.24766629,138000.0,0.2,0.25,592314.682315733,72800.0,0.2,0.25,417845.753612091,4000.0,0.02,0.25,351870.108282842,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.15625,0.84375,0.0,0.6538461538461539,0.34615384615384615,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,9.0,27.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.7,7.2,7.7,8.0,9.4,6.6,7.2,7.7,8.2,10.0,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5788757036801966,24.66,0.0901180036424516,0.399,60000.0,30.44,807.0,9421.0,8251.0,21266.0,12500.0,0.151325208251592,0.0756626041257961,0.0334195795,0.00074992853905,0.00125787492,0.001034739774795,697.4640743871513,1555.3448858833474,892.7540152155536,1636.0514430624323,3469.3855814515155,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 8251, 'base_value': 7587964}",False,True,2021-04-30T12:15:23.000+00:00,True
385,BU00141301_engelbert,806,806,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,12834.6556,1832.0,0.002,0.25,11029.78215,1380.0,0.002,0.25,6481.501078,728.0,0.002,0.25,4572.346057,400.0,0.002,0.25,3850.39668,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.3076923076923077,0.6923076923076923,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,18.0,27.0,21.0,21.0,0.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,16.5,16.5,16.5,16.5,16.5,18.3,18.3,18.3,18.3,18.3,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07194973513316616,0.0,0.003317685,0.0,60000.0,3.27,4.0,490.0,376.0,890.0,32.7,0.016951003,0.000690433,0.0,0.0,0.0,0.0,167.44533333333334,28.07466666666667,117.312,28.07466666666667,35.093333333333334,{},nl,"{'area_attribute': 'number_of_residences', 'value': 376, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
386,GM1723_alphen_chaam,707,707,municipality,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,373947.771802384,18320.0,0.02,0.25,321361.366373867,138000.0,0.2,0.25,188843.624765331,72800.0,0.2,0.25,133218.893707664,4000.0,0.02,0.25,112184.331536257,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,27.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,10.6,11.6,14.2,17.9,20.6,9.4,10.0,12.1,14.8,17.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8063728293913887,65.72,0.0997750688688604,0.0,60000.0,93.03,580.0,5881.0,4214.0,9924.0,28.9839070576096,0.111436922144047,0.0557184610720234,0.0692209036,0.00042196234864,0.000870845366,0.0008895028733938,1963.7478753541077,390.95892351274796,845.5854579792257,439.70443814919736,574.0033050047215,{},nl,"{'area_attribute': 'number_of_residences', 'value': 4214, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
387,RES20_noord_oost_brabant,971,971,res,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,28681088.54,18320.0,0.02,0.25,24647810.46,138000.0,0.2,0.25,14483949.71,72800.0,0.2,0.25,10217637.79,4000.0,0.02,0.25,8604326.56,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.4562347826086956,0.5437652173913043,0.0,0.36563124999999996,0.63436875,0.0,0.5243653846153846,0.4756346153846154,0.0,0.10641304347826078,0.8935869565217393,0.0,0.3208451612903226,0.6791548387096774,0.0,12.5066,12.3665,20.2998,20.552500000000002,21.0538,45.6499,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,5.5,6.8,7.9,9.2,13.0,3.8,5.8,7.1,8.4,11.4,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,49.86595033924779,850.69,4.742947,0.0,60000.0,1089.99,33893.0,311374.0,260593.0,604357.0,1765.077299,7.044777,3.522389,1.209694,0.024461,0.054366,0.155744,50927.950583,60983.452674,31773.322710999997,37565.783915,79342.490117,{},nl,"{'area_attribute': 'number_of_residences', 'value': 260593, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
388,GM0798_hilvarenbeek,747,747,municipality,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,580912.576321943,18320.0,0.02,0.25,499221.745247454,138000.0,0.2,0.25,293360.851050545,72800.0,0.2,0.25,206950.105319453,4000.0,0.02,0.25,174273.772889658,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,27.0,21.0,21.0,31.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,10.3,10.3,10.8,12.8,16.4,9.5,9.5,10.4,12.4,15.6,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2392193742616597,57.19,0.17261870404124,0.0,60000.0,94.9,1078.0,8398.0,6476.0,15164.0,44.287783819185,0.175260221242264,0.0876301106211322,0.0966262814,0.00041957369496,0.001332688838,0.000858173617944,2213.607280579978,701.2420175844516,1261.6362795002312,925.9990745025451,1373.5153478327934,{},nl,"{'area_attribute': 'number_of_residences', 'value': 6476, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
389,RES18_noord_veluwe,100057,100057,res,2018,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,6765121.725,18320.0,0.02,0.25,5813776.482,138000.0,0.2,0.25,3416386.471,72800.0,0.2,0.25,2410074.615,4000.0,0.02,0.25,2029536.517,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.49676956521739135,0.5032304347826086,0.0,0.43856562499999996,0.561434375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.5743,13.0,17.9659,21.0,21.0,45.6132,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,7.563736,8.23781,8.917175,10.455231,13.438764,7.510863,8.767666,9.722397,11.457986,14.143157,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.210646755835953,206.94,1.453967,1.624,60000.0,523.04,12721.0,89502.0,74263.0,183817.0,12500.0,3.872081546,2.965302474,0.245923,0.006622,0.014679,0.068809,15672.537783,14914.906657,8844.203459,12026.373009,22804.979092,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 74263, 'base_value': 7587964}",False,True,2021-03-25T13:22:21.000+00:00,True
390,GM0098_weststellingwerf,100086,100086,municipality,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,951817.951675933,18320.0,0.02,0.25,817968.552173636,138000.0,0.2,0.25,480668.065609395,72800.0,0.2,0.25,339085.145292352,4000.0,0.02,0.25,285545.385491433,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,10.0,10.3,11.2,13.2,18.1,10.3,10.3,11.6,13.8,17.4,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.219534515451049,186.01,0.188070183497657,0.0,60000.0,220.71,1007.0,13672.0,11599.0,25720.0,12500.0,0.957667,1.181485,0.22304033,0.00122715059,0.00182090328,0.00113553746896,4876.68045537499,1276.1218388806815,1870.8389675849485,1407.1612062222996,2168.1975319370817,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 11599, 'base_value': 7587964}",False,True,2021-03-01T15:55:06.000+00:00,True
391,PV28_zuid_holland,10028,10028,province,2017,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,174923624.884857,18320.0,0.02,0.25,150324990.126567,138000.0,0.2,0.25,88336430.570345,72800.0,0.2,0.25,62316541.366903,4000.0,0.02,0.25,52477087.463367,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.4471391304347826,0.5528608695652174,0.0,0.54479375,0.45520625000000003,0.0,0.5165884615384615,0.4834115384615385,0.0,0.14919565217391303,0.8508043478260869,0.0,0.3641709677419355,0.6358290322580644,0.0,12.7158,12.5687,14.5666,19.5685,19.7107,45.7404,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.509024,4.101771,4.600258,5.139551,6.68058,2.426177,3.165475,3.772179,4.393049,5.635638,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,316.19191340391177,1050.9,34.007351,18.675,60000.0,2683.75,86313.0,1526615.0,1652378.0,3615475.0,33928.571429,26.137588,14.103206,1.541139,0.112285,0.305336,0.886869,80465.851466,840667.1360360001,57281.335748000005,176814.36026800002,497149.316482,{},nl,"{'area_attribute': 'number_of_residences', 'value': 1652378, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
392,RES24_u16,974,974,res,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,31722060.04,18320.0,0.02,0.25,27261145.34,138000.0,0.2,0.25,16019640.32,72800.0,0.2,0.25,11300983.89,4000.0,0.02,0.25,9516618.011,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.4583217391304348,0.5416782608695652,0.0,0.44685624999999995,0.55314375,0.0,0.5709423076923077,0.4290576923076923,0.0,0.1346304347826088,0.8653695652173912,0.0,0.3318322580645161,0.6681677419354839,0.0,12.4586,11.1555,17.7006,19.903499999999998,20.7132,44.3344,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.0,4.1,5.1,6.0,8.4,1.5,3.0,4.3,5.4,7.7,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.50419163823129,719.26,4.877762,0.0,60000.0,1109.37,49355.0,448542.0,399801.0,924606.0,2700.392419,7.010798,3.505399,0.770321,0.032559,0.083875,0.112837,29685.22425,150486.695604,26706.7068,50682.372969,142240.00037700002,{},nl,"{'area_attribute': 'number_of_residences', 'value': 399801, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
