index,unit,share_group,key,related_node,node_source_url,step_value,draw_to_min,draw_to_max,disabled,translated_name,sanitized_description,fixed,has_flash_movie,additional_specs,group,subgroup
251,MW,,capacity_of_energy_power_wind_turbine_coastal,energy_power_wind_turbine_coastal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_wind_turbine_coastal.central_producer.xlsx?raw=true,1.0,,,False,Onshore coast,"Here you choose how mucht capacity of wind turbines to build on land at the coastline. These wind turbines are built on dikes or just next to them in the water. Wind turbines produce less electricity per MWe than fossil-fired or nuclear plants do, because of varying wind conditions. 
Coastal wind turbines produce at maximum capacity ~27% of the time.
<br/><br/>
If wind power is a substantial part of your production park, power fluctuations caused by varying wind conditions can destabilize the electricity grid. Wind also requires back-up or import capacity, for windless periods. Gas-fired power plants may serve this purpose, although storage in electric car batteries may also be an option. An alternative for back-up capacity is making demand for power more flexible. Flexible demand and storage capacity also come in handy when wind production peaks in periods of low demand.
<br/><br/>
Please note that the installed capacity in the starting scenario may be lower than the actual installed capacity. This is due to two reasons. First, the wind market is growing quite rapidly, which means that a number of turbines came online somewhere during the start year of the scenario, these turbines can only count for the time that they were actually producing electricity. The second reason is that this slider concerns state-of-the-art wind turbines, which are a lot larger and more efficient than the older wind parks that are included in the actual installed capacity. Even though the installed capacity may not be exactly as expected, the actual electricity production from wind turbines in the start scenario is equal to that reported in the country&#39;s energy statistics.",False,False,{},Renewable electricity,Wind turbines
252,MW,,capacity_of_energy_power_wind_turbine_offshore,energy_power_wind_turbine_offshore,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_wind_turbine_offshore.central_producer.xlsx?raw=true,1.0,,,False,Offshore,"Here you choose how much capacity of wind turbines to build at sea. Wind turbines produce less electricity per MWe than fossil-fired or nuclear plants do because of varying wind conditions. Offshore wind turbines produce at maximum capacity ~40% of the time, if there is not too much need for maintenance. 
<br/><br/>
If wind power is a substantial part of your production park, power fluctuations caused by varying wind conditions can destabilize the electricity grid. Wind also requires back-up or import capacity, for windless periods. Gas-fired power plants may serve this purpose, although storage in electric car batteries may also be an option. An alternative for back-up capacity is making demand for power more flexible. Flexible demand and storage capacity also come in handy when wind production peaks in periods of low demand.
<br/><br/>
Please note that the installed capacity in the starting scenario may be lower than the actual installed capacity. This is due to two reasons. First, the wind market is growing quite rapidly, which means that a number of turbines came online somewhere during the start year of the scenario, these turbines can only count for the time that they were actually producing electricity. The second reason is that this slider concerns state-of-the-art wind turbines, which are a lot larger and more efficient than the older wind parks that are included in the actual installed capacity. Even though the installed capacity may not be exactly as expected, the actual electricity production from wind turbines in the start scenario is equal to that reported in the country&#39;s energy statistics.",False,False,{},Renewable electricity,Wind turbines
253,MW,,capacity_of_energy_power_solar_pv_solar_radiation,energy_power_solar_pv_solar_radiation,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_solar_pv_solar_radiation.central_producer.xlsx?raw=true,1.0,,,False,Solar PV plants,"With this slider you build centralized plants of photovoltaic solar power panels. These are not mounted on roofs, but are usually placed in a field.<br/><br/>
 Like wind power, solar power output fluctuates over time, but in a more predictable way, making it easier to keep the electricity grid in balance. Still, the impact of installing large numbers of solar panels can be large, because electricity is fed back into the local grid. This may require balancing solutions at the local level for the grid. In some cases it is smart to connect solar parks to only a certain percentage of the peak power, you can set this <a href=""/scenario/flexibility/flexibility_net_load/curtailment-solar-pv"">here</a>.
<br/><br />
 You can adjust the full load hours of solar panels <a href=""/scenario/flexibility/flexibility_weather/extreme-weather-conditions"" >here</a>. The efficiency of solar panels can be adjusted <a href=""/scenario/costs/solar/solar-pv-technology"" >here</a>.<br />",False,False,{},Renewable electricity,Solar power
254,MW,,capacity_of_energy_power_hydro_river,energy_power_hydro_river,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_hydro_river.central_producer.xlsx?raw=true,1.0,,,False,River,"This builds capacity of small run-of-the-river hydro-electric plant in a large river. The slidersetting is converted to relatively small plants (with production capacity ~10 MWe). The limited slope causes the small capacity. The total production potential for any country tends to be limited, therefore. Still, because of their relatively long life and reliability, these plants are an interesting option.",False,False,{},Renewable electricity,Hydro electric
255,MW,,capacity_of_energy_chp_local_wood_pellets,energy_chp_local_wood_pellets,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_chp_local_wood_pellets.central_producer.xlsx?raw=true,0.1,,,False,Biomass CHP,"A CHP produces both heat and electricity. Here you can set the
installed electrical capacity of biomass CHP plants that supply heat for district 
heating networks. For more information you can checkout the 
<a href=""/scenario/supply/heat/heat-sources"">Supply → District Heating</a> section.</br>
",False,False,{},Renewable electricity,Biomass plants
256,MW,,capacity_of_energy_chp_local_engine_biogas,energy_chp_local_engine_biogas,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_chp_local_engine_biogas.central_producer.xlsx?raw=true,1.0,,,False,Biogas CHP,"A CHP produces both heat and electricity. Here you can set the
installed electrical capacity of biomass CHP plants that supply heat for district 
heating networks. For more information you can checkout the 
<a href=""/scenario/supply/heat/heat-sources"">Supply → District Heating</a> section.</br>
",False,False,{},Renewable electricity,Biomass plants
257,MW,,capacity_of_energy_power_supercritical_waste_mix,energy_power_supercritical_waste_mix,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_supercritical_waste_mix.central_producer.xlsx?raw=true,1.0,,,False,Waste incinerator,"This builds high energy yield waste-incineration plants. The slidersetting is converted to (a part of) of 55 MWe plants. Waste that can be safely burnt is used to generate electricity. By incinerating waste under the right conditions, it can be processed in a relatively clean way. Rotting or decomposing waste produces strong greenhouse gases, so incineration is often preferable from an environmental point of view.<br/><br/>
The maximum potential for these power plants is limited by available domestic waste. We assume no waste will be imported.",False,False,{},Renewable electricity,Waste power
258,MW,,capacity_of_energy_chp_supercritical_waste_mix,energy_chp_supercritical_waste_mix,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_chp_supercritical_waste_mix.central_producer.xlsx?raw=true,1.0,,,False,Waste CHP,"This builds a high energy yield waste-incineration plant that delivers heat to a central heating grid (60 MWe and 33 MWth). Waste that can be safely burnt is used to generate electricity and heat. By incinerating waste under the right conditions, it can be processed in a relatively clean way. Rotting or decomposing waste produces strong greenhouse gases, so incineration is often preferable from an environmental point of view.<br/><br/>
The maximum potential for these power plants is limited by available domestic waste. We assume no waste will be imported.
<br/><br/>
The input of the slider (in MW) is converted to a (partial) number of the plant described above.",False,False,{},Renewable electricity,Waste power
259,MW,,capacity_of_energy_power_turbine_hydrogen,energy_power_turbine_hydrogen,,1.0,,,False,Hydrogen turbine,"Here you can build hydrogen turbine power plants. At the moment, these turbines are not used (yet) on a large scale. Because hydrogen turbine technology is very similar to natural gas turbines, we assume that both plants have the same specifications. <br /><br />

Hydrogen turbines are less efficient than combined cycle gas turbines (CCGT), but have the advantage that their production can be scaled up or down very quickly. These turbines are therefore very suitable for providing power during demand peaks. Although the number of operating hours and total electricity production of these plants is typically limited, they can play an important role in balancing the energy system. <br />",False,False,{},Renewable electricity,Hydrogen plants
260,MW,,capacity_of_energy_power_combined_cycle_hydrogen,energy_power_combined_cycle_hydrogen,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_combined_cycle_hydrogen.central_producer.xlsx?raw=true,1.0,,,False,Hydrogen plant (CCGT),"Here you can build capacity of combined cycle hydrogen plants. At the moment, these turbines are not used (yet) on a large scale. Because combined cycle hydrogen plant technology is very similar to combined cycle gas plants, we assume that both plants have the same specifications. ",False,False,{'other': {'timeframe': 'i_h_d_w_s'}},Renewable electricity,Hydrogen plants
261,MW,,capacity_of_energy_power_geothermal,energy_power_geothermal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_power_geothermal.central_producer.xlsx?raw=true,1.0,,,False,Geothermal electric,"This builds electric power plants. Electricity is generated using heat from more than 3 km underground. 
<br/><br/>
Generating electricity requires much higher temperatures than geothermal heat for used in buildings or greenhouses. Whether it is an attractive option is partly determined by how far underground these high temperatures are found.",False,False,{},Renewable electricity,Geothermal
262,MW,,capacity_of_energy_heat_well_geothermal,energy_heat_well_geothermal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_well_geothermal.central_producer.xlsx?raw=true,1.0,,,False,Geothermal,"Thermal energy from below 500 meters depth is called geothermal energy. This heat can be used to heat buildings. How much heat in your scenario comes from geothermal heat pumps? Caution: geothermal heat pumps typically produce a (more or less) constant amount of heat year round. If your scenario makes use of a lot of geothermal heat, seasonal storage is crucial to ensure that heat produced in summer can be utilised in winter",False,False,{},District heating,Heat sources
263,MW,,capacity_of_energy_heat_solar_thermal,energy_heat_solar_thermal,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_solar_thermal.central_producer.xlsx?raw=true,1.0,,,False,Solar thermal,"Solar thermal collectors generate heat from the sun and use this to heat water. This heat production is especially high in the summer. Heat demand, on the other hand, peaks in the winter. Use seasonal heat storage for effective deployment.",False,False,{},District heating,Heat sources
264,%,,share_of_industry_chemicals_other_reused_residual_heat,,,1.0,,,False,Chemical industry,"What percentage of the available residual heat from the chemical industry do you want to use in heat networks? How the residual heat potential is determined can be read in our <a href=""https://docs.energytransitionmodel.com/main/residual-heat-industry"" target=""_blank"">documentation</a>. Often no more than 10-20% of the available heat is used due to short-term restrictions and strategic considerations. The costs of using residual heat can be adjusted <a href=""/scenario/costs/costs_heat/residual-heat"">here</a>.
</br>",False,False,{},District heating,Heat sources
265,%,,share_of_industry_chemicals_fertilizers_reused_residual_heat,,,1.0,,,False,Fertilizer industry,"What percentage of the available residual heat from the fertilizer industry do you want to use in heat networks? How the residual heat potential is determined can be read in our <a href=""https://docs.energytransitionmodel.com/main/residual-heat-industry"" target=""_blank"">documentation</a>. Often no more than 10-20% of the available heat is used due to short-term restrictions and strategic considerations. The costs of using residual heat can be adjusted <a href=""/scenario/costs/costs_heat/residual-heat"">here</a>.
</br>",False,False,{},District heating,Heat sources
266,%,,share_of_industry_chemicals_refineries_reused_residual_heat,,,1.0,,,False,Refineries,"What percentage of the available residual heat from refineries do you want to use in heat networks? How the residual heat potential is determined can be read in our <a href=""https://docs.energytransitionmodel.com/main/residual-heat-industry"" target=""_blank"">documentation</a>. Often no more than 10-20% of the available heat is used due to short-term restrictions and strategic considerations. The costs of using residual heat can be adjusted <a href=""/scenario/costs/costs_heat/residual-heat"">here</a>.
</br>",False,False,{},District heating,Heat sources
267,%,,share_of_industry_other_ict_reused_residual_heat,,,1.0,,,False,Central ICT,"What percentage of the available residual heat from data centers do you want to use in heat networks? How the residual heat potential is determined can be read in our <a href=""https://docs.energytransitionmodel.com/main/residual-heat-industry"" target=""_blank"">documentation</a>.</br></br>
Often no more than 10-20% of the available heat can realistically be used due to short-term restrictions and strategic and economic considerations. It is challenging to find a good data source for the electricity demand of the ICT sector and especially data centers. As a result the residual heat assessment in the ETM is a rough estimate. Berenschot calculated that the residual heat potential from datacenters in the Netherlands is 6.3 PJ for 2018 (see <a href=""https://www.berenschot.nl/actueel/2018/november/410-kton-co2-besparing"" target=""_blank"">this report</a>).<br /><br />
The costs of using residual heat can be adjusted <a href=""/scenario/costs/costs_heat/residual-heat"">here</a>.
</br>",False,False,{},District heating,Heat sources
268,PJ,,volume_of_imported_heat,,,0.1,,,False,Imported heat,"How much (residual) heat can be imported from outside your region? With this slider you can set the amount. 
</br></br>
Additionally, with the slider below you can set the CO<sub>2</sub>-emissions of imported heat and under <a href=""/scenario/costs/costs_heat/imported-residual-heat"" >&#39;Costs&#39;</a> you can set the costs for imported heat.",False,False,{},District heating,Heat sources
269,kg/GJ,,co2_emissions_of_imported_heat,,,0.1,,,False,CO2 emissions of imported heat,"How much CO<sub>2</sub>-emissions are associated with the imported heat? 
</br></br>
This strongly depends on the heat source. For reference: when heat originates from a gas CCGT plant, the emissions are around 36,0 kg/GJ (<a href=""https://www.co2emissiefactoren.nl/lijst-emissiefactoren"" >source</a>(in Dutch!))",False,False,{},District heating,Heat sources
270,MW,,capacity_of_energy_heat_heatpump_water_water_electricity,energy_heat_heatpump_water_water_electricity,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_heatpump_water_water_electricity.converter.xlsx?raw=true,1.0,,,False,Collective heat pump,A heat pump produces heat with electricity and ambient heat. Specify here the capacity of collective heat pumps that supplies heat for district heating,False,False,{},District heating,Heat sources
271,MW,,capacity_of_energy_heat_burner_network_gas,energy_heat_burner_network_gas,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_burner_network_gas.central_producer.xlsx?raw=true,1.0,,,False,Gas heater (network gas),A burner produces heat. Specify here the capacity of gas heaters that supplies heat for district heating.,False,False,{},District heating,Heat sources
272,MW,,capacity_of_energy_heat_burner_hydrogen,energy_heat_burner_hydrogen,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_burner_hydrogen.central_producer.xlsx?raw=true,1.0,,,False,Hydrogen heater,A burner produces heat. Specify here the capacity of hydrogen heaters that supplies heat for district heating.,False,False,{},District heating,Heat sources
273,MW,,capacity_of_energy_heat_burner_wood_pellets,energy_heat_burner_wood_pellets,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_burner_wood_pellets.central_producer.xlsx?raw=true,1.0,,,False,Biomass heater,A burner produces heat. Specify here the capacity of biomass heaters that supplies heat for district heating.,False,False,{},District heating,Heat sources
274,MW,,capacity_of_energy_heat_burner_waste_mix,energy_heat_burner_waste_mix,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_heat_burner_waste_mix.central_producer.xlsx?raw=true,1.0,,,False,Waste heater,A burner produces heat. Specify here the capacity of waste heaters that supplies heat for district heating.,False,False,{},District heating,Heat sources
275,%,,energy_heat_distribution_loss_share,,,1.0,,,False,Transport and distribution losses,"The default value for the distribution losses slider is typically low or even zero for many regions modelled in the ETM. This is mainly due to a lack of reliable data for the present year. Please make sure to change this slider to a more realistic value if district heating plays a role in your scenario. A 15% loss value is a sensible default for new district heating systems. For older systems, this is closer to 25-30%.",False,False,{},District heating,Transport and distribution losses
276,boolean,,heat_storage_enabled,,,1.0,,,False,Storage losses,,False,False,{},District heating,(Seasonal) storage of heat
277,%,,energy_heat_network_storage_loss_share,,,0.1,,,False,Yearly losses,"The start value (30%) is based on the yearly losses of an ATES (Aquifer thermal energy storage) system. Storage losses are highly dependent on the type of system. For larger storage systems, for example, the percentage of losses decrease. On the other hand, the losses increase when an open system is used instead of a closed system. Below you will find the losses and costs per storage system according to <a href=""https://refman.energytransitionmodel.com/publications/2125"" target =""_blank"">this report</a>: <ul> <li> Aquifer thermal energy storage (ATES): 43 €/MWh, 30% losses </li> <li> Pit thermal energy storage (PTES): 58 €/MWh, 25% losses </li> <li> Tank Thermal Energy Storage (TTES): 83 €/MWh, 30% losses </li> <li> Bore-hole Thermal Energy Storage (BTES): 79 €/MWh, 50% losses </li> <li> Ecovat: 86 €/MWh, 10% losses </li> </ul> The costs of heat storage can be set <a href=""/scenario/costs/costs_heat/district-heating-infrastructure"" >here</a>.",False,False,{},District heating,(Seasonal) storage of heat
278,%,,energy_heat_network_storage_output_capacity_share,,,0.1,,,False,Output capacity (as % of average hourly load),"Here you can specify the heat output capacity per hour of heat storage. By default, this capacity is unlimited, meaning that there is no limit to the amount of heat that can be drawn from heat storage in one hour (given that enough heat is available in the storage). With this slider you can limit this. This can result in a slower depletion of heat storage. A consequence of this could be that other dispatchable heat sources (such as gas heaters) need to be switched on earlier.<br/><br/> The slider is a percentage of the average heat demand per hour. E.g. a slider value of 200% means that, in a given hour, up to 2 times the average heat demand per hour can be drawn from the storage. To see the resulting capacity in MW, please open the chart ""District heating sources: capacities and marginal costs"".<br/><br/> This slider is aimed at expert users. In many cases the default setting will suffice.",False,False,{},District heating,(Seasonal) storage of heat
279,MW,,capacity_of_energy_hydrogen_wind_turbine_offshore,energy_hydrogen_electrolysis_wind_electricity,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_hydrogen_electrolysis_wind_electricity.converter.xlsx?raw=true,1.0,,,False,Offshore wind turbine for H2,"How many wind turbines will produce electricity that will directly be converted into hydrogen with electrolysers?
</br></br>
There are a number of plans for building wind parks far out on sea. For these parks it will probably be economically more viable to convert the electricity directly into hydrogen instead of transporting the electricity to land first. This has to do with the high electricity cabling costs relative to the low gas piping costs. 
</br></br>
This slider sets the installed capacity of offshore wind turbines dedicated to hydrogen production and a corresponding amount of electrolysis capacity to convert the produced electricity into hydrogen. <br /><br />
Note: The technical and financial specifications below are only the specifications of the electrolyser, not the wind turbines. The specifications of the wind turbines can be found in the <a href=""/scenario/supply/electricity_renewable/wind-turbines"">Renewable electricity section</a>.<br />",False,False,{},Hydrogen,Hydrogen production
280,MW,,capacity_of_energy_hydrogen_solar_pv_solar_radiation,energy_hydrogen_electrolysis_solar_electricity,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_hydrogen_electrolysis_solar_electricity.converter.xlsx?raw=true,1.0,,,False,Solar PV plant for H2,"How many solar pv plants will be build in the future for hydrogen production using electrolysers?
<br/><br/>
This slider sets installed solar PV capacity and the installed capacity of electrolysis plants to produce hydrogen. The capacity of the electrolysers relative to the capacity of the solar PV plants depends on the hours of sunshine in a country. More information about this can be found in our <a href=""https://github.com/quintel/etdataset-public/blob/master/source_analyses/nl/2015/2_power_and_heat_plant/hydrogen_solar_pv_analysis.xlsx"" >documentation on Github</a>.
</br></br>
You can adjust the full load hours of solar panels <a href=""/scenario/flexibility/flexibility_weather/extreme-weather-conditions"" >here</a>. The efficiency of solar panels can be adjusted <a href=""/scenario/costs/solar/solar-pv-technology"" >here</a>.<br /><br/><br />

Note: The technical and financial specifications below are only the specifications of the electrolyser, not the solar panels. The specifications of the solar panels can be found in the <a href=""/scenario/supply/electricity_renewable/solar-power"">Renewable electricity section</a>.<br />",False,False,{},Hydrogen,Hydrogen production
281,MW,,capacity_of_energy_hydrogen_steam_methane_reformer,energy_hydrogen_steam_methane_reformer,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_hydrogen_steam_methane_reformer.xlsx?raw=true,1.0,,,False,Steam methane reforming,"Steam methane reforming is a very mature hydrogen production process. It works like this: methane reacts in the presence of a catalyst with high temperature steam and gives a mixture of hydrogen and other gases. The unwanted gases (including CO<sub>2</sub>) are then separated through further reactions and the resulting hydrogen is purified to meet industrial standards. 
<br/><br/>
Steam methane reforming is already widely employed, but mostly for industry use. This plant&#39;s input is natural gas. Steam methane reforming is often thought of an important transitional hydrogen production process: far from the cleanest and greenest, but able to facilitate upcoming hydrogen demand.<br />",False,False,{},Hydrogen,Hydrogen production
282,MW,,capacity_of_energy_hydrogen_biomass_gasification,energy_hydrogen_biomass_gasification,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_hydrogen_biomass_gasification.converter.xlsx?raw=true,1.0,,,False,Biomass gasification,Biomass gasification is a mature technology in which biomass is converted into hydrogen. <br />,False,False,{},Hydrogen,Hydrogen production
283,MW,,capacity_of_energy_imported_hydrogen_baseload,,,1.0,,,False,H2 import,"How much hydrogen will be imported in the future?
<br><br>
This slider sets the amount of hydrogen that is imported from outside your area. The hydrogen can originate from different countries and can be produced with different technologies, which both influence the accompanied CO<sub>2</sub>-emissions. Therefore, it is possible to adjust the CO<sub>2</sub>-emissions of imported hydrogen in the <a href=""/scenario/supply/hydrogen/co-sub-2-sub-emissions-of-imported-hydrogen"" >slide below</a>. Additionally, it is possible to set the costs of imported hydrogen in the <a href=""/scenario/costs/costs_hydrogen/hydrogen-import"" >costs section</a>.",False,False,{},Hydrogen,Hydrogen production
284,%,hydrogen_transport,energy_transport_hydrogen_pipelines_share,,,0.1,,,False,H2 pipelines,"What percentage of the total central hydrogen production in your scenario is transported via pipelines? Pipeline transport can be relatively cheap but requires large investments up-front. As such, this option seems to be the most viable when hydrogen demand is concentrated and hydrogen volumes are large. This may for example be the case if large industrial sites switch to hydrogen. In the future it may be possible to repurpose (parts of) the existing gas networks, which can reduce investment costs.",False,False,{},Hydrogen,Hydrogen transport
285,%,hydrogen_transport,energy_transport_hydrogen_compressed_trucks_share,,,0.1,,,False,Compressed H2 in trucks,"What percentage of the total central hydrogen production in your scenario is transported via trucks? Truck transport is flexible and can be scaled up or down relatively easily. As such, it is a suitable option when hydrogen demand is more dispersed and when volumes are lower. This may for example be the case for hydrogen delivery to refuelling stations.",False,False,{},Hydrogen,Hydrogen transport
286,kg/MWh,,co2_emissions_of_imported_hydrogen_present,,,1.0,,,False,Present import,"Below you can find reference values for the CO<sub>2</sub> emissions of some common hydrogen production technologies (kg CO<sub>2</sub> per MWh H2): <br /><br />
<ul>
<li>Steam Methane Reforming (SMR): 281 kg</li>
<li>Autothermal Reforming (ATR): 281 kg</li>
<li>Coal gasification: 540 kg</li>
<li>Electrolysis (coal): 1320 kg</li>
<li>Electrolysis (nuclear): 30 kg</li>
<li>Electrolysis (solar/wind): 0 kg</li>
</ul> <br />
Note that these numbers do not take into account any CO<sub>2</sub> emissions that result from transporting hydrogen to your area. Supply chain emissions, such as the emissions resulting from building the hydrogen production plants or mining the required natural resources, are also not taken into account. <br /> <br />

Source: Gnanapragasam, N.V. & M.A. Rosen (2017). A review of hydrogen production using coal, biomass and other solid fuels. In: Biofuels (8), pp.725-745
",False,False,{},Hydrogen,CO2 emissions of imported hydrogen
287,kg/MWh,,co2_emissions_of_imported_hydrogen_future,,,1.0,,,False,Future import,"Below you can find reference values for the CO<sub>2</sub> emissions of some common hydrogen production technologies (kg CO<sub>2</sub> per MWh H2): <br /><br />
<ul>
<li>Steam Methane Reforming (SMR): 281 kg</li>
<li>Autothermal Reforming (ATR): 281 kg</li>
<li>Coal gasification: 540 kg</li>
<li>Electrolysis (coal): 1320 kg</li>
<li>Electrolysis (nuclear): 30 kg</li>
<li>Electrolysis (solar/wind): 0 kg</li>
</ul> <br />
Note that these numbers do not take into account any CO<sub>2</sub> emissions that result from transporting hydrogen to your area. Supply chain emissions, such as the emissions resulting from building the hydrogen production plants or mining the required natural resources, are also not taken into account. <br /> <br />

Source: Gnanapragasam, N.V. & M.A. Rosen (2017). A review of hydrogen production using coal, biomass and other solid fuels. In: Biofuels (8), pp.725-745",False,False,{},Hydrogen,CO2 emissions of imported hydrogen
288,%,transport_diesel,transport_road_mixer_diesel_diesel_share,,,0.1,,,False,Diesel,"Diesel has a higher energy content than gasoline, and diesel engines tend to be more energy efficient than gasoline engines. Due to emissions of fine particulate matter, filters are becoming mandatory in most parts of the world.",False,False,{},Transport fuels,Road transport
289,%,transport_diesel,transport_road_mixer_diesel_biodiesel_share,,,0.1,,,False,Biodiesel,"Biodiesel can be made from a range of vegetable or animals fats. Seed oils are particularly popular. Diesel produced from algae has captured people&#39;s imagination, since growing crops for biodiesel often still competes for space with growing food. So far, it accounts for only a small percentage of the total production of bio-diesel.
<br/><br/>
Engines can run on bio-diesel without modifications, but the vegetable-based diesels tend to be rather corrosive to the engine.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/carriers_source_analyses"">documentation on GitHub</a> for more information on the numbers used.
",False,False,{},Transport fuels,Road transport
290,%,transport_gasoline,transport_road_mixer_gasoline_gasoline_share,,,0.1,,,False,Gasoline,"Gasoline started out as a refinery waste product! Nowadays it is the most common fuel for cars, even though it is neither particularly clean, nor very efficient.",False,False,{},Transport fuels,Road transport
291,%,transport_gasoline,transport_road_mixer_gasoline_ethanol_share,,,0.1,,,False,Bio-ethanol,"Bio-ethanol is a partial replacement for gasoline. Engines can run on bio-ethanol without needing re-tuning if not too much bio-ethanol is mixed with gasoline. High percentages of bio-ethanol require minor modifications to engines in order to retain efficiency.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/carriers_source_analyses"">documentation on GitHub</a> for more information on the numbers used.",False,False,{},Transport fuels,Road transport
292,%,transport_lng_road,transport_road_mixer_lng_lng_share,,,0.1,,,False,LNG,"Liquefied Natural Gas (LNG) is a clean burning fossil fuel. Liquefaction makes natural gas significantly richer in energy, and therefore interesting for long distance transport. Currently the only large scale European liquefaction plants are found in Norway and LNG is imported from the Middle East as well.
<br/><br/>
LNG is used by trucks (and not by cars) because of its high energy content and its slow evaporation process (since it is cooled passively). As the annual mileage of trucks is significantly higher and their usage much more constant and almost continuous, the high energy content allows for a large driving range while LNG evaporation does not pose a problem.",False,False,{},Transport fuels,Road transport
293,%,transport_lng_road,transport_road_mixer_lng_bio_lng_share,,,0.1,,,False,Bio LNG,"Bio LNG is in fact liquefied bio methane. Through anaerobic digestion or fermentation biodegradable materials can be converted into biogas. This gas consists of mostly bio methane, carbondioxide and several other gases. It is upgraded to bio methane by removing all the unwanted gases - engines are very sensitive to the exact composition and energy content of the fuels burnt. To then increase the energetic density, bio methane is liquefied and bio LNG is obtained.",False,False,{},Transport fuels,Road transport
294,%,transport_rail_diesel,transport_rail_mixer_diesel_diesel_share,,,0.1,,,False,Diesel,"Diesel is the standard fossil fuel for trains in &#39;remote&#39; areas that lack an electric rail system. Diesel engines are quite efficient and sturdy. Due to emissions of fine particulate matter, filters are becoming mandatory in most parts of the world.",False,False,{},Transport fuels,Rail transport
295,%,transport_rail_diesel,transport_rail_mixer_diesel_biodiesel_share,,,0.1,,,False,Biodiesel,"Biodiesel can be made from a range of vegetable or animals fats. Seed oils are particularly popular. Diesel produced from algae has captured people&#39;s imagination, since growing crops for biodiesel often still competes for space with growing food. So far, it accounts for only a small percentage of the total production of bio-diesel, as it is not commercially viable yet.
<br/><br/>
Engines can run on bio-diesel without modifications, but the vegetable-based diesels tend to be rather corrosive to the engine.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/carriers_source_analyses"">documentation on GitHub</a> for more information on the numbers used.",False,False,{},Transport fuels,Rail transport
296,%,transport_diesel_ship,transport_shipping_mixer_diesel_diesel_share,,,0.1,,,False,Diesel,"Large ships use tar-like fractions of oil, which tend to be a waste product of all but the most advanced refineries. This makes this fuel very cheap (and rich in energy). The smaller a ship becomes, the closer its fuel will tend to common diesel. Since ships in domestic navigation are relatively small, diesel is a rather common fuel there.",False,False,{},Transport fuels,Domestic navigation
297,%,transport_diesel_ship,transport_shipping_mixer_diesel_biodiesel_share,,,0.1,,,False,Biodiesel,"Bio-based fuels for navigation are not common. Very large ocean-faring vessels tend to use extremely heavy tar-like oil fractions that will probably never be replaced by bio-fuels, as this is hardly economical. Furthermore, since ships are relatively efficient, you might wonder whether it is a good idea  to have them run on bio-fuels. Road transport being far less efficient, bio-fuels will have a much larger impact there. ",False,False,{},Transport fuels,Domestic navigation
298,%,transport_diesel_ship,transport_shipping_mixer_diesel_lng_share,,,0.1,,,False,LNG,"Liquified Natural Gas (LNG) is a rather novel shipping fuel. Traditionally, large ships use large fractions of oil and smaller vessels typically run on diesel-like fuels. Ships transporting large loads over long distances, require very powerful engines and energy-rich fuels. Natural gas is an unsuitable shipping fuel as its energetic density is very low, but through liquefaction it increases by a factor 600 - more than enough to compete with diesel. Since LNG is also a clean-burning fossil fuel, it is an alternative shipping fuel worth considering.",False,False,{},Transport fuels,Domestic navigation
